date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:00	39500/39500	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Feb%202024%2011:00:47%20GMT	https://dreamsports.dreamstechnologies.com/html/coaches-map-sidebar.html	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/coaches-map-sidebar.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
09:53:00	10515/10515	---M-Z	200	added ('OK')	text/javascript	etag:%222913-6126f0e20441c-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/simple-calendar/jquery.simple-calendar.js	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/plugins/simple-calendar/jquery.simple-calendar.js	(from https://dreamsports.dreamstechnologies.com/html/coaches-grid-sidebar.html)
09:53:00	130/130	---M-Z	200	added ('OK')	text/javascript	etag:%2282-6126f0e1edcbb-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/js/calander.js	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/js/calander.js	(from https://dreamsports.dreamstechnologies.com/html/coaches-grid-sidebar.html)
09:53:01	41171/41171	---M-Z	200	added ('OK')	text/javascript	etag:%22a0d3-6126f0e2024dc-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/ion-rangeslider/js/ion.rangeSlider.min.js	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/plugins/ion-rangeslider/js/ion.rangeSlider.min.js	(from https://dreamsports.dreamstechnologies.com/html/coaches-grid-sidebar.html)
09:53:01	1367/1367	---M-Z	200	added ('OK')	text/javascript	etag:%22557-6126f0e2024dc-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/ion-rangeslider/js/custom-rangeslider.js	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/plugins/ion-rangeslider/js/custom-rangeslider.js	(from https://dreamsports.dreamstechnologies.com/html/coaches-grid-sidebar.html)
09:53:01	5955/5955	---M-Z	200	added ('OK')	text/javascript	etag:%221743-6126f0e20441c-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/theia-sticky-sidebar/ResizeSensor.js	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/plugins/theia-sticky-sidebar/ResizeSensor.js	(from https://dreamsports.dreamstechnologies.com/html/coaches-grid-sidebar.html)
09:53:01	16379/16379	---M-Z	200	added ('OK')	text/javascript	etag:%223ffb-6126f0e20441c-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/theia-sticky-sidebar/theia-sticky-sidebar.js	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/plugins/theia-sticky-sidebar/theia-sticky-sidebar.js	(from https://dreamsports.dreamstechnologies.com/html/coaches-grid-sidebar.html)
09:53:02	7785/7785	---M-Z	200	added ('OK')	text/css	etag:%221e69-6126f0e1c8afa-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/css/bootstrap-datetimepicker.min.css	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/css/bootstrap-datetimepicker.min.css	(from https://dreamsports.dreamstechnologies.com/html/cage-details.html)
09:53:02	27980/27980	---M--	200	added ('OK')	image/jpeg	etag:%226d4c-6126f0e1e501b%22	https://dreamsports.dreamstechnologies.com/html/assets/img/profiles/avatar-05.jpg	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/img/profiles/avatar-05.jpg	(from https://dreamsports.dreamstechnologies.com/html/cage-details.html)
09:53:02	19881/19881	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Feb%202024%2011:00:47%20GMT	https://dreamsports.dreamstechnologies.com/html/cage-order-confirm.html	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/cage-order-confirm.html	(from https://dreamsports.dreamstechnologies.com/html/cage-details.html)
09:53:03	18386/18386	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Feb%202024%2011:00:47%20GMT	https://dreamsports.dreamstechnologies.com/html/cage-personalinfo.html	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/cage-personalinfo.html	(from https://dreamsports.dreamstechnologies.com/html/cage-details.html)
09:53:03	20699/20699	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Feb%202024%2011:00:47%20GMT	https://dreamsports.dreamstechnologies.com/html/cage-checkout.html	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/cage-checkout.html	(from https://dreamsports.dreamstechnologies.com/html/cage-details.html)
09:53:04	13117/13117	---M--	200	added ('OK')	image/png	etag:%22333d-6126f0e1e407b%22	https://dreamsports.dreamstechnologies.com/html/assets/img/master-academy.png	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/assets/img/master-academy.png	(from https://dreamsports.dreamstechnologies.com/html/cage-details.html)
09:53:04	23271/23271	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Feb%202024%2011:00:47%20GMT	https://dreamsports.dreamstechnologies.com/html/coach-timedate.html	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/coach-timedate.html	(from https://dreamsports.dreamstechnologies.com/html/coach-details.html)
09:53:05	18492/18492	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Feb%202024%2011:00:47%20GMT	https://dreamsports.dreamstechnologies.com/html/coach-personalinfo.html	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/coach-personalinfo.html	(from https://dreamsports.dreamstechnologies.com/html/coach-details.html)
09:53:05	19517/19517	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Feb%202024%2011:00:47%20GMT	https://dreamsports.dreamstechnologies.com/html/coach-order-confirm.html	C:/My%20Web%20Sites/front2/dreamsports.dreamstechnologies.com/html/coach-order-confirm.html	(from https://dreamsports.dreamstechnologies.com/html/coach-details.html)
